asset_nm,similar_assets
내 눈에 콩깍지 11회,"['내 눈에 콩깍지 10회', '나나2', '여교수의 은밀한 매력', '나는자연인이다 511회', '차시천하 15회', '구소한야난 - 너의 온도 28회.', '구소한야난 - 너의 온도 28회', '인디아나존스-최후의성전', '일대일', '금이야 옥이야 29회']"
내 눈에 콩깍지 12회,"['내 눈에 콩깍지 123회', '김과장 특별판 1회', '스토브리그 9회', '스토브리그 09회', '김과장 1회', '킨 포르쉐 14회', '정글 크루즈', '구해줘! 홈즈 199회', '구해줘! 홈즈 192회', '금이야 옥이야 014회']"
내 눈에 콩깍지 20회,"['내 눈에 콩깍지 21회', '천원짜리 변호사 9회', '천원짜리 변호사 09회', '명불허전 03회', '짤툰 고소한맛 01회', '짤툰 고소한맛 1회', '구소한야난 - 너의 온도 09회', '구소한야난 - 너의 온도 09회.', '큰엄마의 미친봉고', '나의 먼 가족']"
내 눈에 콩깍지 21회,"['내 눈에 콩깍지 20회', '스트로베리 나이트 스페셜 1회', '금이야 옥이야 38회', '금이야 옥이야 038회', '청춘월담 20회', '장야 2  16회.', '장야 2  16회', '킨 포르쉐 14회', '하늘의 인연 107회', '하늘의 인연 081회']"
내 눈에 콩깍지 81회,"['내 눈에 콩깍지 82회', '종이꽃', '한 번 다녀왔습니다 38회', '내 눈에 콩깍지 90회', '하늘의 인연 089회', '하늘의 인연 89회', '하늘의 인연 104회', '내 눈에 콩깍지 11회', '하늘의 인연 082회', '하늘의 인연 82회']"
내 눈에 콩깍지 82회,"['내 눈에 콩깍지 09회', '성균관스캔들 20회', '내 눈에 콩깍지 81회', '초요 36회', '암련, 귤생회남 9회', '암련, 귤생회남 09회.', '인간극장 3304회', '삼생삼세 침상서 2회', '금이야 옥이야 031회', '금이야 옥이야 31회']"
내 눈에 콩깍지 83회,"['내 눈에 콩깍지 90회', '진짜가 나타났다! 46회', '달콤한 나의 도시 16회', '내 눈에 콩깍지 91회', '내 이야기!!', '러브레터', '암련, 귤생회남 34회.', '암련, 귤생회남 34회', '사쿠라', '겨울연가 1회']"
내 눈에 콩깍지 90회,"['내 눈에 콩깍지 83회', '귀염뽕짝 원정대 10회', '엉뚱발랄 콩순이와 친구들 4기 5회', '소문난 칠공주 58회', '내 눈에 콩깍지 91회', '내 눈에 콩깍지 81회', '푸른 뱀파이어의 고민 8회', '군자맹 18회', '이번 생도 잘 부탁해 12회', '모던 파머 20회']"
내 눈에 콩깍지 91회,"['국가대표 와이프 122회', '내 눈에 콩깍지 83회', '내 눈에 콩깍지 90회', 'TV소설 은희 125회', '낭만닥터 김사부 번외편', '낭만닥터 김사부 번외편 1회', '런닝맨 647회', '구해줘! 홈즈 220회', '명탐정코난 2023 01회', '명탐정코난 2023 1회']"
니급아적희환 01회,"['니급아적희환 01회.', '니급아적희환 1회', '니급아적희환 18회', '니급아적희환 03회.', '니급아적희환 3회', '런민기TV', '런민기TV 01회', '니급아적희환 06회', '니급아적희환 6회', '운명과 분노 1회']"
니급아적희환 02회,"['니급아적희환 2회', '니급아적희환 11회', '니급아적희환 03회.', '니급아적희환 3회', '니급아적희환 07회', '니급아적희환 09회', '니급아적희환 12회', 'dele 2회', '암련, 귤생회남 31회']"
니급아적희환 04회,"['니급아적희환 04회.', '니급아적희환 13회', '니급아적희환 18회', '지리산 16회', '니급아적희환 14회', '야인시대 119회', '니급아적희환 11회', '우당탕탕 캠핑가족', '진격의 거인 The Final Season 16회']"
니급아적희환 05회,"['니급아적희환 05회.', '니급아적희환 07회', '개는 훌륭하다 9회', '개는 훌륭하다 09회', '트랄랄라 브라더스 17회', '니급아적희환 6회', '니급아적희환 06회', '타요의 씽씽극장 시즌2 03회', '우당탕탕 에디의 실험실 20회']"
니급아적희환 06회,"['니급아적희환 6회', '니급아적희환 12회', '니급아적희환 18회', '니급아적희환 14회', '니급아적희환 11회', '니급아적희환 5회', '니급아적희환 05회', '니급아적희환 05회.', '니급아적희환 01회', '니급아적희환 01회.']"
니급아적희환 07회,"['니급아적희환 3회', '니급아적희환 03회.', '니급아적희환 02회', '니급아적희환 02회.', '니급아적희환 2회', '니급아적희환 09회', '니급아적희환 12회', '니급아적희환 05회', '니급아적희환 5회', '니급아적희환 05회.']"
니급아적희환 08회,"['니급아적희환 8회', '니급아적희환 13회', '니급아적희환 12회', '니급아적희환 09회', '니급아적희환 14회', '프로미스 신데렐라 10회', '니급아적희환 11회', '금이야 옥이야 100회', '암련, 귤생회남 28회', '암련, 귤생회남 28회.']"
니급아적희환 09회,"['니급아적희환 02회', '니급아적희환 2회', '니급아적희환 02회.', '니급아적희환 07회', '니급아적희환 12회', '니급아적희환 3회', '니급아적희환 03회.', '니급아적희환 8회', '니급아적희환 08회', '니급아적희환 1회']"
니급아적희환 10회,"['니급아적희환 13회', '아씨두리안 14회', '인간극장 3367회', '인간극장 3304회', '암련, 귤생회남 4회', '암련, 귤생회남 04회.', '누나의 연인 9회', '니급아적희환 14회', '구둣방 할아버지와 꼬마 요정', '암련, 귤생회남 19회']"
니급아적희환 11회,"['니급아적희환 13회', '니급아적희환 2회', '니급아적희환 02회', '니급아적희환 02회.', '니급아적희환 12회', '니급아적희환 3회', '니급아적희환 03회.', '니급아적희환 10회', '니급아적희환 6회', '니급아적희환 06회']"
니급아적희환 12회,"['니급아적희환 3회', '니급아적희환 03회.', '니급아적희환 11회', '니급아적희환 6회', '니급아적희환 06회', '니급아적희환 02회.', '니급아적희환 2회', '니급아적희환 02회', '니급아적희환 07회', '니급아적희환 09회']"
니급아적희환 13회,"['니급아적희환 10회', '니급아적희환 11회', '니급아적희환 14회', '니급아적희환 8회', '니급아적희환 08회', '암련, 귤생회남 34회', '암련, 귤생회남 34회.', '니급아적희환 4회', '니급아적희환 04회.', '니급아적희환 04회']"
니급아적희환 14회,"['니급아적희환 13회', '니급아적희환 10회', '니급아적희환 12회', '니급아적희환 06회', '니급아적희환 6회', '니급아적희환 18회', '니급아적희환 2회', '니급아적희환 02회.', '니급아적희환 02회', '니급아적희환 11회']"
니급아적희환 18회,"['니급아적희환 3회', '니급아적희환 03회.', '니급아적희환 1회', '니급아적희환 01회', '니급아적희환 01회.', '니급아적희환 6회', '니급아적희환 06회', '니급아적희환 07회', '니급아적희환 14회', '내 땅의 그녀 26회']"
독고천하 01회,"['독고천하 01회.', '독고천하 1회', '독고천하 02회.', '정화의 대항해 29회', '톡파원 25시 77회', '천룡팔부: 상아전', '돌아온 판관 포청천 - 타룡포', '띠띠뽀 띠띠뽀 시즌1 01회', '나 혼자산다 스페셜 신 캐릭터 열전 1회', '연희공략: 건륭황제의여인 28회.']"
레드슈 다이어리 03회,"['Fate Stay night Part 2 13회', '유루캠프 12회', '클라라의 색즉시공', '벽혈검 1985 02회', '장야 2  8회', '수퍼 소닉', '흑진주', '중독자들 44회', '나를 미치게 하는 여자', '산타모니카 인 러브']"
목계영괘수 09회,"['국자감래료개여제자 30회', '아적자위여해1 : 나의 고슴도치 그녀1 19회', '휴상행자본왕소저 : 여왕 암살은 어림없다 4회', '휴상행자본왕소저 : 여왕 암살은 어림없다 04회.', '목계영괘수 39회', '니세코이: 거짓 사랑', '황비홍 vs 소걸아', '장화 신은 고양이', '연희공략: 건륭황제의여인 20회.', '달이 뜨는 강 20회']"
무림유협기 01회,"['무림유협기 01회.', '무림유협기 09회.', '무림유협기 9회', '무림유협기 08회.', '무림유협기 03회', '무림유협기 03회.', '무림유협기 21회', '무림유협기 21회.', '무림유협기 22회']"
무림유협기 02회,"['무림유협기 2회', '무림유협기 05회.', '무림유협기 05회', '무림유협기 16회', '무림유협기 16회.', '무림유협기 18회', '무림유협기 18회.', '무림유협기 21회', '무림유협기 21회.']"
무림유협기 03회,"['무림유협기 03회.', '무림유협기 9회', '무림유협기 09회.', '무림유협기 12회', '무림유협기 12회.', '무림유협기 11회', '무림유협기 11회.', '무림유협기 19회.', '무림유협기 19회', '무림유협기 1회']"
무림유협기 04회,"['무림유협기 12회.', '무림유협기 12회', '무림유협기 14회', '무림유협기 14회.', '무림유협기 21회', '무림유협기 21회.', '무림유협기 22회.', '무림유협기 22회', '무림유협기 05회.']"
무림유협기 05회,"['무림유협기 12회', '무림유협기 12회.', '무림유협기 09회.', '무림유협기 9회', '무림유협기 02회', '무림유협기 02회.', '무림유협기 2회', '무림유협기 10회.', '무림유협기 14회.']"
무림유협기 06회,"['무림유협기 6회', '무림유협기 06회.', '무림유협기 05회', '무림유협기 05회.', '무림유협기 14회', '무림유협기 14회.', '무림유협기 12회.', '무림유협기 12회', '무림유협기 22회', '무림유협기 22회.']"
무림유협기 11회,"['무림유협기 03회.', '무림유협기 03회', '무림유협기 12회', '무림유협기 12회.', '무림유협기 20회.', '무림유협기 20회', '무림유협기 13회.', '무림유협기 04회', '무림유협기 04회.']"
무림유협기 14회,"['무림유협기 14회.', '무림유협기 9회', '무림유협기 09회.', '무림유협기 22회.', '무림유협기 22회', '무림유협기 12회', '무림유협기 12회.', '무림유협기 15회.', '무림유협기 15회', '무림유협기 19회']"
무림유협기 15회,"['무림유협기 14회', '무림유협기 14회.', '무림유협기 21회.', '무림유협기 21회', '무림유협기 09회.', '무림유협기 9회', '무림유협기 10회.', '무림유협기 22회.', '무림유협기 22회']"
무림유협기 16회,"['무림유협기 16회.', '무림유협기 14회', '무림유협기 14회.', '무림유협기 02회', '무림유협기 2회', '무림유협기 02회.', '무림유협기 9회', '무림유협기 09회.', '무림유협기 22회', '무림유협기 22회.']"
무림유협기 17회,"['무림유협기 17회.', '무림유협기 16회', '무림유협기 16회.', '무림유협기 03회.', '무림유협기 03회', '무림유협기 21회', '무림유협기 21회.', '무림유협기 04회.', '무림유협기 04회', '무림유협기 22회.']"
무림유협기 18회,"['무림유협기 18회.', '무림유협기 20회.', '무림유협기 20회', '무림유협기 02회.', '무림유협기 02회', '무림유협기 2회', '무림유협기 05회', '무림유협기 05회.', '무림유협기 16회.', '무림유협기 16회']"
무림유협기 19회,"['무림유협기 14회', '무림유협기 14회.', '무림유협기 03회', '무림유협기 03회.', '무림유협기 12회.', '무림유협기 12회', '무림유협기 9회', '무림유협기 09회.', '무림유협기 10회.']"
무림유협기 20회,"['무림유협기 13회.', '무림유협기 16회', '무림유협기 16회.', '무림유협기 03회.', '무림유협기 03회', '무림유협기 14회', '무림유협기 14회.', '무림유협기 18회', '무림유협기 18회.']"
무림유협기 21회,"['무림유협기 10회.', '무림유협기 22회', '무림유협기 22회.', '무림유협기 15회.', '무림유협기 15회', '무림유협기 04회', '무림유협기 04회.', '무림유협기 08회.', '무림유협기 01회.']"
무림유협기 22회,"['무림유협기 14회.', '무림유협기 14회', '무림유협기 21회', '무림유협기 21회.', '무림유협기 9회', '무림유협기 09회.', '무림유협기 12회', '무림유협기 12회.', '무림유협기 08회.']"
밀레니얼스 01회,"['위험한 관계', '더 헌트: 명예살인', '우아한 제국 08회', '양릉전 14회', '돌아온 판관 포청천 - 황금몽', '오빠가 화났다', '상의원', '비밀의 여자 101회', '비밀의 여자 102회', '구해줘! 홈즈 198회']"
백사후전 04회,"['뽀로로와 타요의 신기한 마법구슬', '일지매 11회', '엘리가간다 시즌4 21회', '벽혈검 1985 03회', '이블 데드 라이즈', '런닝맨 653회', '하늘의 인연 102회', '신비아파트 고스트볼Z:귀도퇴마사 12회', '포켓몬스터: 리코와 로드의 모험 4회', 'TV소설 은희 118회']"
벽혈검 1985 02회,"['나의 위험한 아내 9회', '미자무강 12회', '연희공략: 건륭황제의여인 20회.', '비도우견비도 14회', '부화', '아내보다 맛있는 거유녀', '천기검', '벽혈검 1985 05회', '금이야 옥이야 024회', '금이야 옥이야 24회']"
벽혈검 1985 03회,"['숙부님의 몸종이 되어버린 아내', '청설루 21회', '벽혈검 1985 04회', '노스맨', '학려화정 49회.', '학려화정 49회', '경경아심 : 두근두근 내 마음을 들어봐 01회', '경경아심 : 두근두근 내 마음을 들어봐 1회', '경경아심 : 두근두근 내 마음을 들어봐 01회.', '군구령 09회']"
벽혈검 1985 04회,"['벽혈검 1985 06회', '벽혈검 1985 03회', '청풍랑월 24회', '벽혈검 1985 05회', '이웃집 찰스 393회', '드래곤 길들이기3', '영상앨범 산 885회', '신상 출시 편스토랑 184회', '헤이지니 럭키강이 시즌12 스페셜. 01회', '보이스']"
